owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,has_readme,has_docker,has_cicd,has_tests,repo_age_days,days_since_last_update,quality_label,quality_score,improvement_suggestions
BLSQ,iaso,BLSQ/iaso,https://github.com/BLSQ/iaso,Python,38,10,12,153997,1,1,1,1,1,1,1408,0,Intermediate,68,Great job! Keep it up.
hasansezertasan,a2wsgi-examples,hasansezertasan/a2wsgi-examples,https://github.com/hasansezertasan/a2wsgi-examples,Python,11,3,1,996,0,0,1,1,1,1,1068,0,Intermediate,61,Great job! Keep it up.
dhyansraj,mcp-mesh,dhyansraj/mcp-mesh,https://github.com/dhyansraj/mcp-mesh,Python,35,7,12,162009,1,1,1,0,1,1,416,0,Intermediate,57,Add Docker support
Osmantic,ODS,Osmantic/ODS,https://github.com/Osmantic/ODS,Python,3464,504,188,22598,1,0,1,0,1,0,164,0,Production Ready,69,"Add unit/integration tests, Add Docker support"
goauthentik,authentik,goauthentik/authentik,https://github.com/goauthentik/authentik,Python,22453,1712,1215,695691,0,0,1,0,1,1,2397,0,Production Ready,93,Add Docker support
Just-Spider,SpiderFor91,Just-Spider/SpiderFor91,https://github.com/Just-Spider/SpiderFor91,Python,36,18,1,60,1,0,1,0,0,0,43,0,Beginner,30,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
cloudfoundry,community,cloudfoundry/community,https://github.com/cloudfoundry/community,Python,57,249,52,4864,0,0,1,0,1,0,2900,0,Beginner,55,"Add unit/integration tests, Add Docker support"
clomia,claude-automata,clomia/claude-automata,https://github.com/clomia/claude-automata,Python,13,2,0,2453,1,1,1,0,1,1,113,0,Intermediate,51,Add Docker support
Heinkegab7300,Tonkeeper-Fake-Balance,Heinkegab7300/Tonkeeper-Fake-Balance,https://github.com/Heinkegab7300/Tonkeeper-Fake-Balance,Python,30,6,0,11066,0,0,1,0,0,0,14,0,Beginner,26,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
libp2p,py-libp2p,libp2p/py-libp2p,https://github.com/libp2p/py-libp2p,Python,619,240,172,31604,1,1,1,0,1,1,2866,0,Production Ready,77,Add Docker support
ruimalheiro,gradient-garden,ruimalheiro/gradient-garden,https://github.com/ruimalheiro/gradient-garden,Python,26,3,8,1604,1,0,1,0,0,1,629,0,Beginner,38,"Set up CI/CD workflows, Add Docker support"
NextWeb4,official-document-ai-assistant,NextWeb4/official-document-ai-assistant,https://github.com/NextWeb4/official-document-ai-assistant,Python,154,0,0,686,0,0,1,0,1,1,0,0,Intermediate,53,Add Docker support
IgorGanapolsky,trading,IgorGanapolsky/trading,https://github.com/IgorGanapolsky/trading,Python,39,9,86,414469,1,1,1,1,1,1,266,0,Intermediate,68,Great job! Keep it up.
gem,oq-engine,gem/oq-engine,https://github.com/gem/oq-engine,Python,445,322,48,1193415,1,0,1,0,1,1,5869,0,Production Ready,77,Add Docker support
libreosteo,LibreOsteo,libreosteo/LibreOsteo,https://github.com/libreosteo/LibreOsteo,Python,31,19,34,3273,1,0,1,0,1,1,5563,0,Intermediate,60,Add Docker support
canonical,testflinger,canonical/testflinger,https://github.com/canonical/testflinger,Python,24,50,70,8122,0,1,1,0,1,0,1553,0,Beginner,47,"Add unit/integration tests, Add Docker support"
qLDPCOrg,qLDPC,qLDPCOrg/qLDPC,https://github.com/qLDPCOrg/qLDPC,Python,240,35,27,11101,1,0,1,0,1,0,946,0,Beginner,52,"Add unit/integration tests, Add Docker support"
nautobot,nautobot,nautobot/nautobot,https://github.com/nautobot/nautobot,Python,1560,409,1022,286946,1,0,1,0,1,0,1979,0,Production Ready,66,"Add unit/integration tests, Add Docker support"
ibrews,claude-fleet,ibrews/claude-fleet,https://github.com/ibrews/claude-fleet,Python,21,3,0,3266,1,1,1,0,1,0,111,0,Beginner,38,"Add unit/integration tests, Add Docker support"
apokamo,kaji,apokamo/kaji,https://github.com/apokamo/kaji,Python,12,2,9,29211,1,0,1,0,1,1,208,0,Intermediate,50,Add Docker support
atelier-fashion,adlc-toolkit,atelier-fashion/adlc-toolkit,https://github.com/atelier-fashion/adlc-toolkit,Python,158,41,1,1539,1,0,1,0,0,1,127,0,Beginner,52,"Set up CI/CD workflows, Add Docker support"
MervinPraison,PraisonAI,MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,Python,8507,1328,50,88013,1,1,1,0,1,0,855,0,Production Ready,75,"Add unit/integration tests, Add Docker support"
open-contracting,kingfisher-collect,open-contracting/kingfisher-collect,https://github.com/open-contracting/kingfisher-collect,Python,16,17,20,5946,0,0,1,0,1,1,2774,0,Intermediate,58,Add Docker support
4evy,dotfiles,4evy/dotfiles,https://github.com/4evy/dotfiles,Python,15,0,0,4075,0,0,1,1,1,0,964,0,Intermediate,42,Add unit/integration tests
shisa-ai,hipEngine,shisa-ai/hipEngine,https://github.com/shisa-ai/hipEngine,Python,53,2,4,64237,0,0,1,0,1,1,69,0,Intermediate,54,Add Docker support
mozilla,addons-server,mozilla/addons-server,https://github.com/mozilla/addons-server,Python,899,557,24,2590052,0,1,1,1,1,1,4555,0,Production Ready,91,Great job! Keep it up.
PostHog,posthog-foss,PostHog/posthog-foss,https://github.com/PostHog/posthog-foss,Python,681,111,0,3502790,0,0,1,1,0,1,2172,0,Production Ready,69,Set up CI/CD workflows
synaptent,aragora,synaptent/aragora,https://github.com/synaptent/aragora,Python,11,2,1541,154309,1,1,1,1,1,1,203,0,Intermediate,60,Great job! Keep it up.
FoodCoopX,wirgarten-tapir,FoodCoopX/wirgarten-tapir,https://github.com/FoodCoopX/wirgarten-tapir,Python,14,6,174,59449,1,0,1,1,1,0,1577,0,Intermediate,49,Add unit/integration tests
thomas-xin,Miza,thomas-xin/Miza,https://github.com/thomas-xin/Miza,Python,93,24,1,582476,1,0,1,0,0,1,2375,0,Beginner,48,"Set up CI/CD workflows, Add Docker support"
PostHog,posthog,PostHog/posthog,https://github.com/PostHog/posthog,Python,37257,3084,4790,5814432,0,1,1,1,1,1,2372,0,Production Ready,100,Great job! Keep it up.
peviitor-ro,Scrapers_Cristi_Olteanu,peviitor-ro/Scrapers_Cristi_Olteanu,https://github.com/peviitor-ro/Scrapers_Cristi_Olteanu,Python,11,1,25,495,1,0,1,0,1,0,1022,0,Beginner,34,"Add unit/integration tests, Add Docker support"
0xRadikal,Free-v2ray-Configs,0xRadikal/Free-v2ray-Configs,https://github.com/0xRadikal/Free-v2ray-Configs,Python,41,1,1,3422969,1,0,1,0,1,0,47,0,Beginner,37,"Add unit/integration tests, Add Docker support"
guibranco,BancosBrasileiros,guibranco/BancosBrasileiros,https://github.com/guibranco/BancosBrasileiros,Python,529,178,2,13067,0,1,1,0,1,1,3191,0,Intermediate,75,Add Docker support
zaibacu,rita-dsl,zaibacu/rita-dsl,https://github.com/zaibacu/rita-dsl,Python,70,3,7,999,0,0,1,0,1,1,2574,0,Intermediate,56,Add Docker support
Hypostasis-Cat,HypoMux,Hypostasis-Cat/HypoMux,https://github.com/Hypostasis-Cat/HypoMux,Python,1791,62,2,23370,1,0,1,0,1,0,42,0,Beginner,60,"Add unit/integration tests, Add Docker support"
gtech-mulearn,mulearnbackend,gtech-mulearn/mulearnbackend,https://github.com/gtech-mulearn/mulearnbackend,Python,23,97,27,6990,1,0,1,1,1,0,1281,0,Intermediate,60,Add unit/integration tests
PuddinCat,OllamaSpider,PuddinCat/OllamaSpider,https://github.com/PuddinCat/OllamaSpider,Python,68,16,0,191142,1,0,1,0,1,0,523,0,Beginner,46,"Add unit/integration tests, Add Docker support"
luyi14-bits,jig,luyi14-bits/jig,https://github.com/luyi14-bits/jig,Python,97,13,0,652,1,0,1,0,1,1,9,0,Intermediate,61,Add Docker support
ZIB-AOPT,QOBLIB,ZIB-AOPT/QOBLIB,https://github.com/ZIB-AOPT/QOBLIB,Python,26,20,5,662213,0,1,1,0,1,1,183,0,Intermediate,59,Add Docker support
getsentry,sentry-release-registry,getsentry/sentry-release-registry,https://github.com/getsentry/sentry-release-registry,Python,20,21,4,23021,0,1,1,1,1,0,2873,0,Intermediate,54,Add unit/integration tests
gumyr,build123d,gumyr/build123d,https://github.com/gumyr/build123d,Python,2682,246,366,36727,1,0,1,0,1,1,1478,0,Production Ready,81,Add Docker support
quay,quay-docs,quay/quay-docs,https://github.com/quay/quay-docs,Python,14,43,33,30549,1,1,1,0,1,0,2472,0,Beginner,45,"Add unit/integration tests, Add Docker support"
Zipstack,unstract,Zipstack/unstract,https://github.com/Zipstack/unstract,Python,6719,633,77,102428,1,0,1,0,1,1,883,0,Production Ready,86,Add Docker support
AryanSharma9917,kubepilot,AryanSharma9917/kubepilot,https://github.com/AryanSharma9917/kubepilot,Python,15,0,0,262,1,0,1,1,1,1,31,0,Intermediate,57,Great job! Keep it up.
tinygrad,tinygrad,tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,Python,33323,4229,189,119086,0,1,1,0,1,1,2103,0,Production Ready,98,Add Docker support
kalil0321,ats-scrapers,kalil0321/ats-scrapers,https://github.com/kalil0321/ats-scrapers,Python,102,21,57,27301,1,0,1,0,1,1,268,0,Intermediate,63,Add Docker support
MannLabs,alphapepttools,MannLabs/alphapepttools,https://github.com/MannLabs/alphapepttools,Python,25,3,29,85096,0,1,1,0,1,1,590,0,Intermediate,53,Add Docker support
mfbpn,tg_mfbpn_subs,mfbpn/tg_mfbpn_subs,https://github.com/mfbpn/tg_mfbpn_subs,Python,11,0,0,78290,1,0,1,0,1,0,956,0,Beginner,31,"Add unit/integration tests, Add Docker support"
Samsung,TICO,Samsung/TICO,https://github.com/Samsung/TICO,Python,16,33,93,4169,1,0,1,0,1,1,483,0,Intermediate,60,Add Docker support
robotframework,robotframework,robotframework/robotframework,https://github.com/robotframework/robotframework,Python,11772,2553,299,158367,0,1,1,0,1,0,4409,0,Production Ready,78,"Add unit/integration tests, Add Docker support"
jonashertner,caselaw-repo-1,jonashertner/caselaw-repo-1,https://github.com/jonashertner/caselaw-repo-1,Python,51,13,0,19043,1,1,1,0,1,1,164,0,Intermediate,60,Add Docker support
statsmodels,statsmodels,statsmodels/statsmodels,https://github.com/statsmodels/statsmodels,Python,11527,3541,2973,63818,1,0,1,0,1,0,5519,0,Production Ready,79,"Add unit/integration tests, Add Docker support"
spacetelescope,jdaviz,spacetelescope/jdaviz,https://github.com/spacetelescope/jdaviz,Python,176,94,353,212693,1,0,1,0,1,1,2633,0,Production Ready,70,Add Docker support
Flagsmith,flagsmith,Flagsmith/flagsmith,https://github.com/Flagsmith/flagsmith,Python,6459,552,654,370696,0,0,1,1,1,0,2970,0,Production Ready,81,Add unit/integration tests
awslabs,mcp,awslabs/mcp,https://github.com/awslabs/mcp,Python,9490,1657,306,96994,0,1,1,0,1,0,489,0,Production Ready,76,"Add unit/integration tests, Add Docker support"
marketcalls,openalgo,marketcalls/openalgo,https://github.com/marketcalls/openalgo,Python,2303,1094,234,143678,0,0,1,1,1,1,885,0,Production Ready,96,Great job! Keep it up.
RapidataAI,rapidata-python-sdk,RapidataAI/rapidata-python-sdk,https://github.com/RapidataAI/rapidata-python-sdk,Python,16,0,1,59769,1,1,1,0,1,1,723,0,Intermediate,47,Add Docker support
Ascend,pytorch,Ascend/pytorch,https://github.com/Ascend/pytorch,Python,552,83,113,96848,1,0,1,0,1,1,1787,0,Production Ready,72,Add Docker support
hyeonsangjeon,AIsketcher,hyeonsangjeon/AIsketcher,https://github.com/hyeonsangjeon/AIsketcher,Python,15,0,0,23379,1,1,1,0,1,1,1161,0,Intermediate,47,Add Docker support
NiiV3AU,YMU,NiiV3AU/YMU,https://github.com/NiiV3AU/YMU,Python,12,5,0,1155,0,0,1,0,1,0,782,0,Beginner,38,"Add unit/integration tests, Add Docker support"
openclaw,docs,openclaw/docs,https://github.com/openclaw/docs,Python,76,46,3,439262,0,1,1,0,1,0,109,0,Beginner,50,"Add unit/integration tests, Add Docker support"
LibraryOfCongress,concordia,LibraryOfCongress/concordia,https://github.com/LibraryOfCongress/concordia,Python,176,32,14,62599,1,0,1,1,1,1,2985,0,Intermediate,76,Great job! Keep it up.
ROCm,ATOM,ROCm/ATOM,https://github.com/ROCm/ATOM,Python,142,101,227,63207,1,1,1,0,1,1,258,0,Intermediate,70,Add Docker support
alibaizhanov,mengram,alibaizhanov/mengram,https://github.com/alibaizhanov/mengram,Python,183,27,18,3422,1,0,1,1,0,1,162,0,Intermediate,61,Set up CI/CD workflows
PRITHIVSAKTHIUR,Qwen-Image-Edit-2511-LoRAs-Fast-Lazy-Load,PRITHIVSAKTHIUR/Qwen-Image-Edit-2511-LoRAs-Fast-Lazy-Load,https://github.com/PRITHIVSAKTHIUR/Qwen-Image-Edit-2511-LoRAs-Fast-Lazy-Load,Python,92,31,0,9027,1,0,1,0,0,0,203,0,Beginner,34,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
tmd-industries,tmd,tmd-industries/tmd,https://github.com/tmd-industries/tmd,Python,32,5,2,5374,0,0,1,1,1,1,308,0,Intermediate,65,Great job! Keep it up.
Averyy,pcbparts-mcp,Averyy/pcbparts-mcp,https://github.com/Averyy/pcbparts-mcp,Python,82,9,0,3899208,1,0,1,1,1,1,180,0,Intermediate,70,Great job! Keep it up.
wxynora,Lean_In,wxynora/Lean_In,https://github.com/wxynora/Lean_In,Python,21,2,0,946,1,0,1,0,1,1,3,0,Intermediate,52,Add Docker support
joycastle,loom,joycastle/loom,https://github.com/joycastle/loom,Python,12,0,0,3349,0,0,1,0,0,1,19,0,Beginner,31,"Set up CI/CD workflows, Add Docker support"
kody-w,rappterbook,kody-w/rappterbook,https://github.com/kody-w/rappterbook,Python,12,2,59,2970039,1,1,1,0,1,1,160,0,Intermediate,50,Add Docker support
KAEgondokRi9,Exodus-Fake-Balance,KAEgondokRi9/Exodus-Fake-Balance,https://github.com/KAEgondokRi9/Exodus-Fake-Balance,Python,46,5,1,11025,0,0,1,0,0,0,9,0,Beginner,26,"Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
tobymao,sqlglot,tobymao/sqlglot,https://github.com/tobymao/sqlglot,Python,9453,1216,2,49275,1,1,1,0,1,1,1958,0,Production Ready,90,Add Docker support
EndoTheDev,OMeter,EndoTheDev/OMeter,https://github.com/EndoTheDev/OMeter,Python,18,2,1,3039,0,1,1,0,1,1,89,0,Intermediate,51,Add Docker support
paperless-ngx,paperless-ngx,paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,Python,43380,2930,14,192477,1,1,1,1,1,0,1621,0,Production Ready,92,Add unit/integration tests
gadievron,raptor,gadievron/raptor,https://github.com/gadievron/raptor,Python,3372,542,19,34218,1,0,1,0,1,1,279,0,Production Ready,84,Add Docker support
wanghz,Honeybee,wanghz/Honeybee,https://github.com/wanghz/Honeybee,Python,13,3,0,39533457,1,0,1,0,1,0,875,0,Beginner,37,"Add unit/integration tests, Add Docker support"
freedomofpress,pressfreedomtracker.us,freedomofpress/pressfreedomtracker.us,https://github.com/freedomofpress/pressfreedomtracker.us,Python,31,8,116,29547,0,0,1,1,1,1,3394,0,Intermediate,67,Great job! Keep it up.
Goodgulf-PL,UndeadPeopleTileset_Unpacked_New_Version,Goodgulf-PL/UndeadPeopleTileset_Unpacked_New_Version,https://github.com/Goodgulf-PL/UndeadPeopleTileset_Unpacked_New_Version,Python,18,0,1,92645,1,0,1,0,1,0,1460,0,Beginner,33,"Add unit/integration tests, Add Docker support"
itsbryanman,bookbot,itsbryanman/bookbot,https://github.com/itsbryanman/bookbot,Python,35,0,0,6586,1,0,1,1,1,1,297,0,Intermediate,59,Great job! Keep it up.
Leo-Leejianzhao,RSS,Leo-Leejianzhao/RSS,https://github.com/Leo-Leejianzhao/RSS,Python,17,4,0,142210,1,0,1,0,1,0,1831,0,Beginner,38,"Add unit/integration tests, Add Docker support"
moguiyu,NewsPrism,moguiyu/NewsPrism,https://github.com/moguiyu/NewsPrism,Python,15,0,0,6808,0,0,1,1,1,1,107,0,Intermediate,57,Great job! Keep it up.
openstack,ossa,openstack/ossa,https://github.com/openstack/ossa,Python,27,3,0,738,0,0,1,0,0,1,4269,0,Beginner,39,"Set up CI/CD workflows, Add Docker support"
Epodonios,v2ray-configs,Epodonios/v2ray-configs,https://github.com/Epodonios/v2ray-configs,Python,3162,434,31,25250117,1,0,1,0,1,0,894,0,Production Ready,68,"Add unit/integration tests, Add Docker support"
HKUDS,nanobot,HKUDS/nanobot,https://github.com/HKUDS/nanobot,Python,46127,8153,853,52133,0,0,1,1,1,1,172,0,Production Ready,100,Great job! Keep it up.
ImperialCollegeLondon,pyrealm,ImperialCollegeLondon/pyrealm,https://github.com/ImperialCollegeLondon/pyrealm,Python,36,10,64,166088,1,0,1,0,1,1,2059,0,Intermediate,58,Add Docker support
JF9SOM,FBSAT59,JF9SOM/FBSAT59,https://github.com/JF9SOM/FBSAT59,Python,12,1,5,6039,1,0,1,0,1,1,74,0,Intermediate,49,Add Docker support
tllovesxs,wandao,tllovesxs/wandao,https://github.com/tllovesxs/wandao,Python,581,58,17,19985,1,0,1,0,1,1,31,0,Intermediate,71,Add Docker support
bdfinst,agentic-dev-team,bdfinst/agentic-dev-team,https://github.com/bdfinst/agentic-dev-team,Python,253,30,11,11205,1,1,1,0,1,1,142,0,Intermediate,67,Add Docker support
pytorch,pytorch,pytorch/pytorch,https://github.com/pytorch/pytorch,Python,101881,28468,18248,1472860,1,0,1,1,1,1,3631,0,Production Ready,100,Great job! Keep it up.
hesorchen,muselab,hesorchen/muselab,https://github.com/hesorchen/muselab,Python,47,6,4,11091,0,1,1,1,1,1,67,0,Intermediate,67,Great job! Keep it up.
perryvegehan,padho_with_pratyush_Ai_Enginner,perryvegehan/padho_with_pratyush_Ai_Enginner,https://github.com/perryvegehan/padho_with_pratyush_Ai_Enginner,Python,32,18,2,454,1,0,0,0,0,0,17,0,Beginner,20,"Add a README file, Add unit/integration tests, Set up CI/CD workflows, Add Docker support"
lopushok9,Agent-Layer,lopushok9/Agent-Layer,https://github.com/lopushok9/Agent-Layer,Python,22,3,12,5073,1,0,1,0,1,0,170,0,Beginner,38,"Add unit/integration tests, Add Docker support"
Orbiter,project-euler-llm-benchmark,Orbiter/project-euler-llm-benchmark,https://github.com/Orbiter/project-euler-llm-benchmark,Python,15,3,0,3372,0,0,1,0,0,1,577,0,Beginner,37,"Set up CI/CD workflows, Add Docker support"
jdeanwallace,jinjabread,jdeanwallace/jinjabread,https://github.com/jdeanwallace/jinjabread,Python,96,1,1,411,1,0,1,0,1,1,857,0,Intermediate,54,Add Docker support
IArchi,py-photobooth-simple,IArchi/py-photobooth-simple,https://github.com/IArchi/py-photobooth-simple,Python,16,4,0,357514,0,0,1,0,0,1,788,0,Beginner,38,"Set up CI/CD workflows, Add Docker support"
Luminara-Hub,namada-ecosystem,Luminara-Hub/namada-ecosystem,https://github.com/Luminara-Hub/namada-ecosystem,Python,20,65,14,1017461,1,0,1,0,1,0,673,0,Beginner,48,"Add unit/integration tests, Add Docker support"
BindsNET,bindsnet,BindsNET/bindsnet,https://github.com/BindsNET/bindsnet,Python,1687,346,14,65836,1,0,1,1,1,1,3085,0,Intermediate,91,Great job! Keep it up.
GSA,site-scanning-analysis,GSA/site-scanning-analysis,https://github.com/GSA/site-scanning-analysis,Python,14,7,3,3179439,0,0,1,0,1,1,1373,0,Intermediate,54,Add Docker support
Astro-Han,karpathy-llm-wiki,Astro-Han/karpathy-llm-wiki,https://github.com/Astro-Han/karpathy-llm-wiki,Python,1605,185,1,305,1,0,1,0,0,1,109,0,Beginner,63,"Set up CI/CD workflows, Add Docker support"
byllyfish,shellous,byllyfish/shellous,https://github.com/byllyfish/shellous,Python,24,2,1,4659,1,1,1,0,1,1,1808,0,Intermediate,52,Add Docker support
Opentrons,opentrons,Opentrons/opentrons,https://github.com/Opentrons/opentrons,Python,512,208,226,1166850,0,0,1,1,1,0,4034,0,Production Ready,71,Add unit/integration tests
frappe,press,frappe/press,https://github.com/frappe/press,Python,541,394,746,75294,1,1,1,0,1,0,2418,0,Production Ready,63,"Add unit/integration tests, Add Docker support"
GhengS,PandaClick,GhengS/PandaClick,https://github.com/GhengS/PandaClick,Python,41,2,0,148,1,0,1,0,1,1,147,0,Intermediate,54,Add Docker support
LuteOrg,lute-v3,LuteOrg/lute-v3,https://github.com/LuteOrg/lute-v3,Python,1510,156,210,3681,1,0,1,0,1,1,1048,0,Production Ready,77,Add Docker support
HHS,simpler-grants-gov,HHS/simpler-grants-gov,https://github.com/HHS/simpler-grants-gov,Python,182,97,1616,462746,1,1,1,1,1,0,1262,0,Production Ready,65,Add unit/integration tests
PrefectHQ,prefect,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Python,23465,2419,829,230259,0,0,1,1,1,1,2945,0,Production Ready,100,Great job! Keep it up.
rocketride-org,rocketride-server,rocketride-org/rocketride-server,https://github.com/rocketride-org/rocketride-server,Python,5399,1835,241,140234,1,1,1,0,1,1,161,0,Production Ready,90,Add Docker support
f-droid,fdroiddata,f-droid/fdroiddata,https://github.com/f-droid/fdroiddata,Python,333,108,0,313879,0,0,1,0,1,0,4382,0,Beginner,57,"Add unit/integration tests, Add Docker support"
